TCGA-PANCAN-HiSeq-801x20531,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,gene_40,gene_41,gene_42,gene_43,gene_44,gene_45,gene_46,gene_47,gene_48,gene_49,gene_50,gene_51,gene_52,gene_53,gene_54,gene_55,gene_56,gene_57,gene_58,gene_59,gene_60,gene_61,gene_62,gene_63,gene_64,gene_65,gene_66,gene_67,gene_68,gene_69,gene_70,gene_71,gene_72,gene_73,gene_74,gene_75,gene_76,gene_77,gene_78,gene_79,gene_80,gene_81,gene_82,gene_83,gene_84,gene_85,gene_86,gene_87,gene_88,gene_89,gene_90,gene_91,gene_92,gene_93,gene_94,gene_95,gene_96,gene_97,gene_98,gene_99,gene_100,gene_101,gene_102,gene_103,gene_104,gene_105,gene_106,gene_107,gene_108,gene_109,gene_110,gene_111,gene_112,gene_113,gene_114,gene_115,gene_116,gene_117,gene_118,gene_119,gene_120,gene_121,gene_122,gene_123,gene_124,gene_125,gene_126,gene_127,gene_128,gene_129,gene_130,gene_131,gene_132,gene_133,gene_134,gene_135,gene_136,gene_137,gene_138,gene_139,gene_140,gene_141,gene_142,gene_143,gene_144,gene_145,gene_146,gene_147,gene_148,gene_149,gene_150,gene_151,gene_152,gene_153,gene_154,gene_155,gene_156,gene_157,gene_158,gene_159,gene_160,gene_161,gene_162,gene_163,gene_164,gene_165,gene_166,gene_167,gene_168,gene_169,gene_170,gene_171,gene_172,gene_173,gene_174,gene_175,gene_176,gene_177,gene_178,gene_179,gene_180,gene_181,gene_182,gene_183,gene_184,gene_185,gene_186,gene_187,gene_188,gene_189,gene_190,gene_191,gene_192,gene_193,gene_194,gene_195,gene_196,gene_197,gene_198,gene_199,gene_200,Class
sample_178,0,1.402722177,1.108357178,6.785655167,10.2856334,0,5.892391026,0,0,0,0,0.847996907,2.963474124,0.847996907,0,0,0,0,6.961160258,7.93191939,1.765534746,0,8.113742166,0,0,0,0.847996907,8.720415285,5.129283017,9.537909486,0,0,7.119397681,0,14.12377385,7.987548259,0,0,9.37286506,0,10.57042498,0,0,0,0,4.087462841,11.03356066,9.460660665,12.13487549,0,8.541421911,9.533329732,11.31140775,8.945443836,7.912889336,7.253611152,10.31492306,6.181897643,8.54303182,2.632268216,7.063200911,6.266786541,0.485426827,4.121015401,10.47795048,9.554972496,10.89739171,2.722466024,6.956521363,6.040015679,7.818901676,6.482202926,5.590961241,9.183387261,0,6.8899602,4.776103988,3.40599236,10.30659719,9.179411523,10.11348173,8.064731988,8.198690586,10.2856334,4.44625623,0,10.04028972,1.765534746,6.375039431,6.965784285,8.227856573,3.232660757,6.083213368,8.032321287,8.109569509,8.641690523,8.286326727,3.655351829,11.37753591,9.130827934,10.41553052,10.88676351,10.63861692,10.1103528,10.74567432,7.203592714,1.137503524,1.584962501,0,9.620952902,8.788555215,0,10.54399845,8.77016832,8.054870178,10.52140414,8.01234519,5.209453366,11.44759986,9.614341763,9.712527,9.117383367,5.977279924,8.721782768,10.58344951,10.14031854,7.964629667,7.8008999,10.50759645,10.14389336,10.45347642,6.325530332,9.345627012,3.350497247,3.350497247,0,9.919757193,9.060155495,8.458611673,6.048759312,10.03754695,9.653561662,11.57922164,7.553053253,8.95011843,6.550900665,8.736740155,9.197216693,2.5360529,10.5918963,11.49855007,10.37525669,11.33279743,8.041111535,5.638073837,10.04028972,8.719087586,9.895726738,9.448702765,11.12114495,7.896029603,9.205060111,8.713558356,3.350497247,0.485426827,6.928370323,4.857980995,1.137503524,0,0,7.139551352,7.874059203,0.485426827,0.847996907,6.048759312,9.440869168,9.152284842,3.40599236,10.98712187,12.15019154,2.201633861,8.23935985,10.48884435,12.33625549,5.478971805,0,9.427622933,9.313336562,9.026246773,7.139551352,1.925999419,9.526303606,8.376116705,9.021812824,10.55784658,8.810571635,9.286788759,1.137503524,11.0965834,10.13724734,9.15936681,BRCA
sample_179,0,3.057242301,2.895826085,6.875436055,8.993818692,0,7.524306634,0.632919608,0,0,0.632919608,1.071282149,3.02832161,0.350836665,0.350836665,0,0,0,9.248174269,9.509177221,4.197377912,6.533963522,7.851130611,0,0,2.927498283,0.632919608,9.278551675,4.130914401,5.601304297,6.902881552,0.632919608,8.184741478,0,15.73502179,10.30403183,4.084846647,0,9.077809111,4.928862982,8.86258157,0,0,0,0.350836665,5.924734133,8.965492831,10.23154521,11.01721904,1.549570606,8.743309627,8.661457463,11.15144789,9.873328754,8.105929455,9.173092445,10.1800832,7.241973619,7.758782859,5.204054616,6.485359199,7.048029062,1.908159609,3.447830423,11.18506744,10.56906761,9.665065831,5.698665778,9.291762394,5.891662208,7.347789655,9.328834221,6.055902769,9.291921212,1.24895981,8.815751528,7.464839773,3.334267921,9.27305425,9.634408128,8.417257597,5.73491822,8.257698979,1.24895981,0,1.24895981,10.54614206,8.41609659,11.67470869,9.92453789,9.75009059,5.570790779,5.295388757,8.926023147,1.679243619,10.29140096,8.755445103,5.430472624,10.26129574,9.742691746,10.09001977,10.4343259,9.824261879,9.968810768,10.63049466,9.249478526,4.360961179,2.574319531,0.350836665,9.756993235,9.138975694,1.908159609,10.25253535,8.97104341,6.997653714,10.17871464,8.207517101,3.88425601,11.38473519,8.103046465,9.856755428,8.661457463,8.670259675,7.168892705,10.49590498,10.782556,10.84132847,9.49658618,11.03341612,10.67028446,11.40450296,7.566822763,11.17276501,8.174905714,12.73412108,2.978799678,11.65538314,8.750844299,9.167578715,6.838397165,9.744544597,11.56479732,9.154395363,9.981053471,8.894651056,11.61124155,8.599314074,9.747768366,9.906439683,10.27161476,9.945234587,9.263766838,12.4201155,10.82193339,7.032938351,10.73789797,9.072655177,10.70710025,7.790400632,10.70520038,8.83935498,10.14789176,8.491977323,2.874324841,4.240047139,3.553102417,3.373119196,2.506043319,0.350836665,0,8.626705602,8.498581979,11.76216192,0.350836665,6.763597477,8.721970696,9.725434429,5.924734133,11.61365596,13.33081887,9.624879512,7.277845305,10.75845643,11.72129148,7.135288599,0,9.095199199,8.220895815,7.685421604,7.198936088,1.679243619,9.87294262,7.875841484,9.500429622,10.64765629,7.579338568,8.004400265,1.679243619,10.54401778,9.776146768,11.25080173,KIRC
sample_180,0,3.630230716,3.682460934,8.436861425,9.911273631,0,7.67027384,0,0,0,0,1.124857467,2.516771607,0,0,0,0,0,0,7.759448818,3.149210581,2.867382536,7.418097162,0,0,0,0.478816529,9.672626881,0,3.587413,7.318452427,1.36418019,6.996117538,1.36418019,11.48733762,5.626757429,0,0,10.10004466,0.837701091,10.07657513,0.478816529,0,0,0.837701091,8.490068662,10.41319421,8.887814634,11.46502555,0,9.229823418,9.020566094,12.09464515,9.726570699,7.495655194,6.166819868,10.50904259,6.35199574,9.100320677,2.943152434,6.805718081,0.478816529,7.023432795,1.74910515,7.656181712,9.900025997,4.835464319,1.124857467,8.229414881,1.908851328,7.495655194,3.633896146,3.01515855,9.964528594,0,10.30064999,4.931626331,0,9.15305796,8.551896636,9.243028754,7.134128509,9.901806668,2.516771607,0,4.475966837,10.96551015,3.960011202,11.52232161,8.157660201,9.142124931,4.195166463,6.213477546,7.307738161,1.74910515,3.539382179,8.037459099,0.837701091,10.12516805,9.220363816,10.98272982,11.12731729,10.4566727,9.859646595,9.118821708,2.303283937,0.837701091,1.36418019,0,8.629935768,10.94865925,3.329468079,11.12858726,9.197332202,7.32554832,10.5685832,8.69714481,2.943152434,11.89621508,9.433266198,9.000749331,8.672305112,8.268612174,5.68310129,10.71833594,9.396668995,4.065520614,6.497352095,11.62440709,9.109600849,11.72579653,8.95342822,5.262677445,8.88661416,11.44642684,0.478816529,11.83970376,10.08705172,8.061036303,8.301377299,10.37007707,11.36372959,10.42851721,7.716901752,8.694406644,7.360522304,8.480564037,9.666335863,0,9.180794335,8.910411881,9.400873034,12.1754248,6.900492504,5.981542167,9.446349291,9.846261373,9.842432062,11.03075678,10.26831976,7.289705384,10.27749664,9.401713653,5.443178951,3.587413,7.887263271,1.124857467,1.124857467,0.478816529,0,6.817341853,8.879399455,9.753791707,0,5.507004905,8.317484973,8.883012845,6.213477546,11.93341773,11.73931229,0,8.388676037,10.58087095,11.26268801,9.90841664,0,10.27591497,9.182751879,8.587758768,6.646498229,0.478816529,10.56671052,9.187705898,9.454465867,10.70443973,8.292349244,7.92279845,1.74910515,11.52598565,9.44878741,8.482154513,COAD
sample_181,0,0.721153887,1.697284537,6.754633672,9.837110678,0,7.978058311,0.868765772,0,0,2.105812151,1.407189572,2.470823163,0,1.162983392,0,0,0,8.557953771,8.056258365,3.651396174,0,7.978058311,0,0,0,0,9.041155352,4.131103785,6.346675058,3.78707718,0,6.328549275,0.498863564,16.1502213,10.13718329,2.105812151,0,9.264932799,4.777966705,8.564263834,0,0,0,0,6.145797675,9.353226238,10.39701142,10.68744567,1.162983392,8.474853767,9.0933621,11.13893091,9.551279522,7.493975502,9.041155352,9.866133706,7.265183697,6.876283641,5.254544914,6.438031639,4.164721928,2.105812151,3.603169357,11.0762678,10.21996711,9.727508683,4.617298483,7.917730098,6.657621428,7.217938316,6.803459544,6.988468834,8.479986349,0,6.067991432,5.388609745,5.140917684,8.814233165,8.422094209,9.056903201,7.089625262,8.589235411,1.407189572,0,0.498863564,10.47737377,5.837315079,9.699112591,8.19692665,9.689763907,2.671225426,3.603169357,5.511268776,0,11.04136483,9.105314027,5.3305584,9.907673346,9.71621757,10.60414547,10.2593902,10.22594246,9.686152067,10.58293228,8.667530271,4.408684691,1.407189572,0,9.150054421,7.95182089,1.960289284,10.88565825,9.209643438,8.095043559,10.31564774,8.315769992,3.392344902,11.54804642,7.644512467,9.784026234,8.828238057,8.143138279,7.249606516,10.42409279,11.05515362,9.379408694,9.725396935,11.43163341,10.99276843,10.87966748,6.639803744,10.74552307,5.524273719,10.59876902,2.238022518,10.98661714,9.333041272,9.505281608,6.891419187,9.782673935,10.86344293,9.242481038,8.546840454,8.600024386,11.25147058,8.332506551,9.67450832,6.094396548,9.242481038,8.872136174,8.712258727,12.60678689,12.69265255,7.932439187,10.46646398,9.341507704,9.879480634,8.221094056,10.18353614,7.836631104,9.297496379,8.931925298,3.78707718,2.847155089,5.773384526,2.359099433,0.868765772,0,0,8.295052574,8.702280061,5.089337127,1.162983392,7.177339801,9.26686851,11.47372604,6.319997199,11.40682681,12.01678044,5.837315079,7.510408147,10.42934397,11.62469952,6.465533755,0,9.354128142,8.493279056,7.980419519,6.297446397,0.498863564,10.1618499,8.302584093,9.573349909,10.24879335,7.685617832,8.517870131,0,10.083825,10.68853008,11.35589613,KIRC
sample_182,0,3.495324209,2.079702372,6.853159819,9.971227391,0,7.286567002,0,0,0,0,1.254049755,2.630848091,0,0.428999926,0,0,0,0,8.799611898,1.254049755,4.939795455,6.683710488,0,0,0.428999926,2.986465547,8.877090841,4.421526284,6.566328086,0,0.428999926,6.783587612,0,13.65651425,8.157993603,1.027720258,0,9.223062893,0,10.98190972,0,0,0,3.787818998,5.790858034,10.54505134,9.689040515,10.6467027,0.428999926,9.155397602,8.297897548,10.84712,9.649157359,7.616857566,7.267236142,9.771372266,4.533613181,9.716613715,5.928453234,6.440091771,9.201165791,1.449587785,1.77559843,9.887179482,10.65074661,12.65558215,2.986465547,7.881211871,8.667019263,8.983557997,9.676886196,8.688974098,9.525824193,0.428999926,5.726272664,5.491064207,3.713607843,8.158660175,9.086385722,8.911730525,8.319247604,8.744769941,9.143151037,0,1.027720258,10.01726776,1.77559843,6.782316821,7.621941965,9.821370609,0,2.783770933,5.97684705,6.519178606,8.755214743,8.539910988,5.678300126,11.6659088,9.16333016,10.45609769,11.01680829,10.56332023,9.823577419,9.805268269,6.29577628,1.914602791,0.759155834,1.027720258,9.007049699,8.573082874,1.449587785,9.483882269,9.937997553,8.36636156,9.81361928,8.281939297,3.892439601,13.81357078,9.50190882,10.21136513,9.920579143,7.588587223,8.109982097,9.999732288,9.953195384,9.148440991,7.766601787,11.44970064,10.26553301,12.21139555,5.375484339,9.941558256,3.107319617,4.771674334,0,10.83486604,9.263452314,8.610626248,5.223329868,10.49018903,10.02974274,11.35790384,10.28928118,8.807438647,7.951331347,9.242161837,9.69508036,4.927536209,10.71397069,12.05312831,8.559904739,11.79480167,6.270115884,6.388136141,10.20375175,9.669581351,10.33524518,8.186772899,11.83104592,6.339614878,9.113695291,9.245457633,3.218827656,3.989983663,7.570311124,3.107319617,0.428999926,0,0,7.05447951,7.696084257,2.265706926,0.428999926,6.345768924,8.384157763,8.642228633,3.107319617,11.64718857,12.27667985,1.254049755,7.000890139,10.49088095,11.20013845,5.336204823,0,9.276496666,9.408703371,9.025380453,8.444194947,3.509429824,8.771307883,8.340655728,9.165070289,10.37432225,6.878860189,7.893871821,2.041383179,10.24262632,10.64950768,12.17815129,BRCA
sample_183,0,4.966158183,5.097935198,6.623328442,9.658209697,0,7.952327742,0.89840186,0,0,0.89840186,0.518031493,2.817254863,0.518031493,0,0,0,0,0.89840186,8.781110499,3.451052819,5.298757278,8.216066783,0,2.817254863,2.155781609,3.889901809,9.740657772,6.785275901,5.21364279,0,5.561488056,7.015381598,2.008666157,15.84370273,9.223058065,0.89840186,0,9.388419892,0,9.40873521,0,0,0,0.518031493,9.104648546,9.789365728,10.26705585,11.36499367,0.518031493,9.190135792,8.886272726,11.54451533,9.440476784,8.350077284,9.312034328,9.692509148,6.709883365,9.931451118,4.226932336,7.272499155,1.447843644,1.199122642,2.628563649,8.803394962,11.30738298,10.29213755,3.931342669,9.121499845,6.361387637,7.839846243,8.905895394,6.330741235,8.994098821,0,9.302195652,4.904233592,1.199122642,9.854212322,8.590553368,9.074909447,6.482733753,8.821624125,5.814998953,0.518031493,0,11.27731646,3.506944627,9.055127853,13.85591964,9.356447568,1.199122642,3.847235283,4.840402806,3.97162632,9.19142447,8.796610732,4.192233626,9.830332977,9.144841754,10.1308408,10.48233404,9.992683471,9.969875731,9.001413824,8.89415385,2.524088757,0.518031493,0,9.680406997,9.181798281,1.199122642,10.64062454,8.715907095,8.222340896,10.50652578,7.473243039,2.984078894,13.02682599,8.147388113,9.502799987,8.519298143,7.134836993,8.387780406,10.06608919,10.52525652,9.665135134,8.291608162,11.77361728,9.440476784,11.4680334,7.877443657,9.292289419,4.353358582,3.202919169,5.814998953,11.27076836,9.305154307,9.388419892,8.232737494,11.00537893,9.070279297,11.57384124,9.92889584,9.167779402,9.392682344,11.06594115,9.687468419,8.397054216,9.623073062,11.05719301,8.387780406,11.95722541,4.679463209,7.441325776,10.12023788,9.649389122,10.80710533,9.2066945,10.34628102,8.56609591,9.770934734,8.733584828,4.629980196,1.659970213,7.371532727,3.931342669,2.2892738,0,0,8.297562866,8.811949409,2.008666157,2.726002846,7.487204947,8.500491369,8.823000946,7.623025493,11.49029936,11.84549397,0,7.831661935,10.72036398,11.33937682,7.286252788,0.518031493,8.946824417,8.422712361,7.947286266,5.521342891,0.518031493,8.661532284,8.631737287,8.930376619,11.05581115,7.79845236,10.36908473,3.757919317,10.36151616,10.06370516,8.769732075,PRAD
sample_184,0,2.616216526,5.110810049,6.964144451,9.721212002,0,8.948559967,0.448900951,0,0,0,1.066881379,2.217106608,0,0,0,0,0,0.790688643,7.276264014,4.710530953,5.531553014,5.111724107,0,0,0.790688643,3.622215853,10.13628625,7.152193562,4.295891966,1.498148726,0.448900951,8.028165769,3.231770309,11.96019384,7.361978854,0.448900951,0,9.896067457,0.448900951,9.520052884,0,0,0.448900951,0,9.251231485,10.00409403,10.70624562,11.6167418,0,9.586984238,9.522918873,11.91183761,9.754510081,8.46727948,9.767858358,10.09596397,5.171386993,10.28000515,4.061205918,7.011473275,0.448900951,2.217106608,2.988102948,8.201496642,11.34768226,10.95885717,2.099194195,9.776288262,2.099194195,5.713143152,4.397323809,2.694768783,9.235595439,0.448900951,6.70438785,3.339721758,3.231770309,10.16130827,8.85954721,9.60836942,6.13633701,8.565052559,12.17081702,7.060501398,0,11.69473658,5.336858209,7.016440604,14.43417862,10.71190783,0.448900951,0,2.099194195,6.480930728,5.723143495,8.333302967,1.066881379,9.307159816,7.658889818,10.74664028,10.6285549,10.38413617,10.26553301,9.880511054,4.881038076,1.066881379,1.829727808,0,10.13722172,11.28153598,0,12.11944048,8.468766575,8.386918696,10.95991502,7.272863023,4.02932036,13.38566022,8.124648652,9.678156436,8.628955816,6.10608026,6.689159358,10.13383577,10.08097737,5.576380038,4.916338101,11.95371994,9.656137011,10.44810598,6.090711609,9.452519249,1.066881379,0,0,10.94610212,9.666541805,9.623133435,6.285537234,10.42224351,7.702512103,13.00894853,7.227904694,9.438929048,9.564309569,9.597536761,10.85775556,8.780329786,10.65001057,10.22474937,7.941875121,11.69329964,3.39081899,3.745108226,9.310481002,9.044265692,10.92540608,10.07148918,10.76793613,7.973639973,9.426738585,9.1380388,4.470400203,5.520123621,8.368777078,5.651628654,1.298599668,0,0,9.368984371,8.628955816,2.099194195,1.498148726,6.866574211,8.212472066,8.400286017,3.534049148,11.31395437,13.43222869,0,8.624963563,9.800699332,11.33306588,3.821577571,0.790688643,9.090295061,6.979373746,6.383389803,4.239031363,0.448900951,8.563661521,9.147538208,7.192352001,10.73678243,3.39081899,9.247770897,7.368366769,10.83461326,9.712451339,6.577813999,PRAD
sample_185,0,4.565658099,4.467840275,6.916536357,9.066729648,0,8.591567226,1.280124892,0,0,1.538438835,0.965248657,2.11546612,0,0,0,0,0,0.561888195,9.373693882,3.934110716,6.387319455,8.368611222,0,0,0.965248657,7.318054674,9.652502628,6.130263716,6.222116737,0.561888195,3.57922843,6.065165139,7.921418478,14.93876177,10.11640895,0.561888195,0,9.334858738,0,8.892652096,0,0,0.561888195,1.538438835,8.378966729,9.728163719,10.45224124,11.2190838,0,9.133044573,8.918436923,11.48013887,9.216282667,8.29614993,9.61093624,9.503352711,7.503634956,10.77239706,6.545057133,6.777735312,2.846092094,3.328779031,2.11546612,9.078214867,10.92364689,9.8751273,3.57922843,10.06409603,6.373383728,9.427562177,9.828287253,5.751064643,8.719306672,0.561888195,8.423666404,4.359225967,0.965248657,9.388295031,8.201305493,9.424567332,7.154291556,9.502406191,6.38164677,0,0.561888195,11.28828934,3.792553458,9.854497535,12.05002547,11.06791159,4.456306769,3.934110716,6.159391031,6.373383728,8.820025748,8.997179481,3.978369548,10.30090162,9.261758804,9.891132065,10.75341734,9.755443434,10.16028744,8.939579214,9.491949273,2.846092094,0.561888195,0,9.433535368,10.27839138,1.94751655,10.40286285,9.075669,8.379564649,10.4374504,8.682994584,4.42466684,12.84783057,8.401489678,9.969962045,8.953503883,7.503634956,8.313531569,10.45273544,10.42001283,9.611816033,7.787902559,11.6748852,9.747473,11.80883148,5.235217738,10.00782621,7.533610067,8.664489951,1.757450016,11.84008552,9.150110288,9.449344706,8.276347773,10.96031332,8.963170641,11.80365085,10.45860142,9.362257274,8.686332436,9.746673865,9.637046855,8.360272086,9.493855449,10.90871535,8.76424131,12.68283223,4.862709258,7.75329699,10.20229527,9.813474987,9.569041015,9.528538111,10.60207712,8.650879419,9.630137868,8.293963576,4.95419631,1.757450016,6.825035088,4.54726473,1.94751655,0,0,8.2652259,8.661101119,5.645228982,3.185105363,8.940977158,8.326429487,10.00114074,7.043869408,11.67151895,12.25871913,0,7.154099113,10.35383051,11.52758452,8.430669985,0,9.033855195,8.389863614,7.886129422,4.42466684,0.561888195,8.447475883,8.494219579,8.908464679,11.02463412,8.094769169,9.63360013,6.406153973,10.18233227,9.983606447,9.915523888,PRAD
sample_186,0,4.080444483,2.168032227,6.817968542,9.720733341,0,7.93102703,0,0,0,0.489953901,1.388244653,3.623328442,0,0,0,0,0,0.489953901,9.275528589,4.35131737,0,9.050855363,0,0,0,3.364768513,9.132126958,3.246803292,5.865136896,0,6.140741852,5.931933569,2.082464164,13.68222652,8.772664276,2.082464164,0,9.162987922,0,10.28094472,0,0,0,5.193294708,6.529761614,9.714497967,9.779006859,10.71884107,1.388244653,9.106921443,8.985597199,12.2586838,9.845199915,7.769289085,8.978676143,10.48849292,5.817723015,7.343043549,3.623328442,5.613257586,9.092064693,4.56357916,1.937683367,9.489494768,9.818310548,11.6105958,3.882633268,8.216411211,6.804879608,9.846468243,5.699201799,5.992840926,9.755573621,1.595503661,6.597601192,7.562624039,0.489953901,8.962569266,8.73755833,9.183203625,7.014199052,9.836930856,1.776693582,0.489953901,0,10.62109947,3.623328442,9.488683703,8.776663319,9.633075143,4.770115449,6.148986964,7.460324829,6.846029393,7.975750543,9.065084876,5.481431346,9.875330072,9.222799732,10.60583135,10.9437309,10.49295473,9.455828583,9.370258021,5.094299419,2.445859103,0,0,8.695955547,10.03343677,0,10.26396162,9.04092256,8.367143879,9.886467841,9.018595231,3.715036722,11.44154884,9.233499847,9.215947912,9.604130644,7.187629202,8.274089236,10.65167063,9.913942538,8.650218851,8.305779049,11.20698991,10.1093475,9.948010894,7.753156566,7.142923928,5.888373092,11.28130414,1.388244653,10.68946516,9.689983999,8.747095313,6.958193084,9.781659697,10.31019241,10.67526021,8.106395434,9.372020521,8.417363097,9.193205,8.800411371,5.111277585,10.49780195,10.01719815,8.325921533,12.31540716,5.358832268,8.734821374,9.548340288,9.721716134,10.66882295,8.603659723,11.41508153,8.331364851,9.80793285,9.646240076,6.597601192,1.595503661,5.606445189,2.334596878,0.855032897,0,0.489953901,8.489065201,8.102154192,4.434614885,0,5.796885828,9.278349558,9.723497128,10.36032038,11.94794736,12.41150304,2.082464164,8.372434146,10.78977,10.48316077,7.07335968,0,9.896573085,8.645856542,8.427698349,4.873252151,1.595503661,9.445823936,8.747719702,9.260387978,10.76044552,9.161970796,8.050278572,4.704501286,11.03692225,10.46225686,10.31248593,LUAD
sample_187,0,3.889171733,4.101171003,6.573457845,9.592337431,0,7.489446599,0.371726122,0,0,0.371726122,0.667029201,2.719051982,0,0,0,0,0,0.912036637,11.52195371,4.39136218,5.365139594,8.918565129,0,0,2.178555307,6.588384839,9.46492756,5.494639614,6.912985114,0,0,7.152842543,0.667029201,14.79857305,7.032431496,1.121479642,2.842415719,8.819741619,1.121479642,8.811271927,0,0,0.371726122,4.715706708,5.646266362,9.743932292,10.27833329,10.96296106,0.371726122,8.531977911,9.19737398,11.27142217,10.28038801,7.915407364,9.299823895,11.16371885,9.073086491,7.484718187,2.584120683,7.083596334,9.470915059,9.645188264,7.132525434,10.8130757,10.21660037,13.07774871,9.678686399,8.211318889,6.469011696,10.12159827,7.666848887,5.5225831,9.257498634,2.08171457,5.504016495,3.945027063,2.65315176,10.10724323,8.90270673,9.072196931,6.430201626,9.429084479,1.977866042,0,5.427260877,10.36609268,3.917231235,12.8599385,9.465527633,9.208882998,5.020093221,5.964121342,9.102597773,1.304277388,8.33858932,9.267163559,5.045993313,10.53450716,8.896489835,10.78479023,11.05471962,10.42001283,9.557308606,9.139154813,6.010898418,2.08171457,1.121479642,0,8.531989604,9.512147859,3.706033176,10.05579759,8.90712802,8.534026575,10.73116627,9.669343951,1.612305313,12.45877826,8.988687527,9.761626025,9.87569714,7.111219151,9.195928261,10.42796228,10.15583017,8.836536433,9.259573802,10.89288429,10.25180192,11.11522576,5.387293603,9.117941738,5.720519259,4.666461207,0.371726122,11.81777113,9.161540064,8.300096262,8.222722464,9.712943069,9.838666615,12.22032088,7.805975974,9.215319431,7.805975974,9.796852417,8.900915098,6.258062828,9.551669815,9.620621231,8.65700397,11.49296475,7.915407364,8.202711559,9.823303543,9.439662612,10.24343584,8.570318715,11.13647852,7.861732096,10.16840887,8.791312687,5.033101388,1.466496613,6.010898418,4.747623712,2.719051982,0,0.371726122,7.505867117,8.461565393,4.526287954,0,5.957311029,9.622774817,11.49796657,5.37712722,11.69882619,12.74888048,0.912036637,8.1969414,11.60516002,11.38147806,8.204150501,0,9.226686736,8.600225144,8.102910035,7.223287387,1.304277388,9.87885406,8.464423223,9.960705726,11.68729257,6.754687114,7.95011843,5.083991958,10.58091804,10.54305116,11.14867359,LUAD
sample_188,0,3.371015136,2.844425828,8.005618936,9.902319335,0,7.553245292,0,0,0,0,1.556306784,3.209359782,0,0.570754355,0,0,0,0,9.028373,2.54907768,0,8.001391304,0,0,0.570754355,3.714959818,9.338440015,5.279853834,5.725023993,0.978561749,0,5.848259874,0,13.48014645,8.624049703,0.978561749,0,9.419395626,0,8.450807101,0,0,0,1.296193073,7.484540972,10.97921796,9.688201344,11.62284801,0,9.106628367,8.422518954,10.78499466,9.311146594,7.808771159,6.839846243,10.10025496,5.147856153,6.65074015,3.209359782,7.976254788,8.777107339,0.978561749,2.54907768,8.893544235,10.52291495,8.777107339,1.967758848,8.863811491,6.615475153,8.460775322,6.504192923,5.777785275,8.618715853,3.353309175,6.086739191,3.714959818,0.570754355,10.02992215,8.519188044,8.924144435,6.689243241,9.06674041,10.14792991,4.791256677,9.77066059,9.817965345,2.287501846,9.20126628,10.21012338,8.914020301,2.287501846,3.131622407,3.283136519,9.644260088,6.608318406,8.558715345,5.087365244,10.28160553,8.553133912,10.28160553,10.71341229,9.396724644,9.824928518,10.4295532,5.33292629,1.296193073,0.978561749,0.570754355,8.683152534,9.265237623,8.256175658,10.55955873,8.627595895,7.667842464,9.288935267,7.404162311,3.714959818,14.72167598,9.456736345,10.15408392,9.777855286,5.88828541,8.430661623,10.45589227,11.45444839,8.881731908,7.761158926,11.30833903,9.858497039,10.46861386,7.060436547,6.416760378,2.136453909,3.959566161,0.978561749,10.70504482,9.360972149,8.886178208,9.005399988,9.761817143,11.02193078,9.631959137,8.653905546,8.875783134,8.265310302,8.44880599,10.08679969,1.296193073,10.58211375,9.134326201,7.181122433,11.41396635,6.034294963,8.012278139,10.20064118,9.097839886,8.87727493,10.06544306,10.76098601,6.186233118,9.779450158,8.841092545,6.839846243,6.725413978,6.252008739,3.866640971,1.967758848,0,0,6.242794929,8.853256526,0.978561749,0.978561749,6.233519979,9.233025221,10.18388346,4.658954065,11.95648869,11.13613882,6.858068052,6.928725623,9.593510642,11.58265479,5.400780408,0,8.967093657,8.111803382,7.279034781,6.044938306,0.978561749,10.13179267,8.52157296,8.041801498,10.68193236,8.391587303,8.881731908,1.776651476,11.06439249,10.47404051,10.96317787,BRCA
